1	5	9	0.00		1609.00
120	7	9	0.00		
121	3	9	0.00		
122	3	9	0.00		
123	9	9	1.00		
124	5	9	0.00		
125	9	9	1.00		
126	0	9	0.00		
127	0	9	0.00		
128	1	9	0.00		
129	9	9	1.00		
130	3	9	0.00		
131	9	9	1.00		
132	6	9	0.00		
133	5	9	0.00		
134	1	9	0.00		
135	9	9	1.00		
136	2	9	0.00		
137	9	9	1.00		
138	9	9	1.00		
139	8	9	0.00		
140	9	9	1.00		
141	0	9	0.00		
142	9	9	1.00		
143	0	9	0.00		
144	9	9	1.00		
145	9	9	1.00		
146	5	9	0.00		
147	0	9	0.00		
148	9	9	1.00		
149	1	9	0.00		
150	8	9	0.00		
151	6	9	0.00		
152	3	9	0.00		
153	8	9	0.00		
154	3	9	0.00		
155	9	9	1.00		
156	6	9	0.00		
157	1	9	0.00		
158	9	9	1.00		
159	4	9	0.00		
160	5	9	0.00		
161	9	9	1.00		
162	9	9	1.00		
163	0	9	0.00		
164	1	9	0.00		
165	0	9	0.00		
166	3	9	0.00		
167	2	9	0.00		
168	0	9	0.00		
169	9	9	1.00		
170	1	9	0.00		
171	2	9	0.00		
172	5	9	0.00		
173	9	9	1.00		
174	1	9	0.00		
175	5	9	0.00		
176	3	9	0.00		
177	6	9	0.00		
178	6	9	0.00		
179	1	9	0.00		
180	9	9	1.00		
181	2	9	0.00		
182	0	9	0.00		
183	9	9	1.00		
184	0	9	0.00		
185	3	9	0.00		
186	2	9	0.00		
187	9	9	1.00		
188	1	9	0.00		
189	9	9	1.00		
190	5	9	0.00		
191	1	9	0.00		
192	1	9	0.00		
193	8	9	0.00		
194	7	9	0.00		
195	3	9	0.00		
196	9	9	1.00		
197	9	9	1.00		
198	1	9	0.00		
199	0	9	0.00		
200	0	9	0.00		
201	9	9	1.00		
202	9	9	1.00		
203	9	9	1.00		
204	3	9	0.00		
205	9	9	1.00		
206	0	9	0.00		
207	7	9	0.00		
208	9	9	1.00		
209	7	9	0.00		
210	3	9	0.00		
211	9	9	1.00		
212	1	9	0.00		
213	5	9	0.00		
214	0	9	0.00		
215	0	9	0.00		
216	9	9	1.00		
217	6	9	0.00		
218	0	9	0.00		
219	8	9	0.00		
220	0	9	0.00		
221	5	9	0.00		
222	0	9	0.00		
223	0	9	0.00		
224	9	9	1.00		
225	8	9	0.00		
226	7	9	0.00		
227	8	9	0.00		
228	6	9	0.00		
229	1	9	0.00		
230	6	9	0.00		
231	6	9	0.00		
232	9	9	1.00		
233	9	9	1.00		
234	9	9	1.00		
235	6	9	0.00		
236	6	9	0.00		
237	8	9	0.00		
238	3	9	0.00		
239	9	9	1.00		
240	0	9	0.00		
241	3	9	0.00		
242	5	9	0.00		
243	0	9	0.00		
244	9	9	1.00		
245	9	9	1.00		
246	8	9	0.00		
247	2	9	0.00		
248	5	9	0.00		
249	5	9	0.00		
250	9	9	1.00		
251	3	9	0.00		
252	6	9	0.00		
253	0	9	0.00		
254	1	9	0.00		
255	0	9	0.00		
256	9	9	1.00		
257	0	9	0.00		
258	3	9	0.00		
259	0	9	0.00		
260	1	9	0.00		
261	5	9	0.00		
262	9	9	1.00		
263	9	9	1.00		
264	1	9	0.00		
265	1	9	0.00		
266	2	9	0.00		
267	7	9	0.00		
268	5	9	0.00		
269	1	9	0.00		
270	0	9	0.00		
271	6	9	0.00		
272	9	9	1.00		
273	1	9	0.00		
274	8	9	0.00		
275	5	9	0.00		
276	5	9	0.00		
277	2	9	0.00		
278	6	9	0.00		
279	1	9	0.00		
280	8	9	0.00		
281	9	9	1.00		
282	5	9	0.00		
283	1	9	0.00		
284	2	9	0.00		
285	9	9	1.00		
286	9	9	1.00		
287	3	9	0.00		
288	1	9	0.00		
289	9	9	1.00		
290	2	9	0.00		
291	1	9	0.00		
292	0	9	0.00		
293	1	9	0.00		
294	5	9	0.00		
295	6	9	0.00		
296	0	9	0.00		
297	9	9	1.00		
298	3	9	0.00		
299	5	9	0.00		
300	5	9	0.00		
301	1	9	0.00		
302	1	9	0.00		
303	9	9	1.00		
304	2	9	0.00		
305	6	9	0.00		
306	7	9	0.00		
307	5	9	0.00		
308	9	9	1.00		
309	5	9	0.00		
310	1	9	0.00		
311	9	9	1.00		
312	5	9	0.00		
313	9	9	1.00		
314	8	9	0.00		
315	9	9	1.00		
316	3	9	0.00		
317	5	9	0.00		
318	8	9	0.00		
319	5	9	0.00		
320	9	9	1.00		
321	6	9	0.00		
322	7	9	0.00		
323	6	9	0.00		
324	1	9	0.00		
325	8	9	0.00		
326	8	9	0.00		
327	9	9	1.00		
328	2	9	0.00		
329	6	9	0.00		
330	5	9	0.00		
331	0	9	0.00		
332	5	9	0.00		
333	3	9	0.00		
334	0	9	0.00		
335	0	9	0.00		
336	9	9	1.00		
337	0	9	0.00		
338	8	9	0.00		
339	9	9	1.00		
340	6	9	0.00		
341	0	9	0.00		
342	8	9	0.00		
343	5	9	0.00		
344	2	9	0.00		
345	9	9	1.00		
346	3	9	0.00		
347	0	9	0.00		
348	3	9	0.00		
349	7	9	0.00		
350	9	9	1.00		
351	8	9	0.00		
352	3	9	0.00		
353	6	9	0.00		
354	8	9	0.00		
355	4	9	0.00		
356	0	9	0.00		
357	8	9	0.00		
358	1	9	0.00		
359	5	9	0.00		
360	1	9	0.00		
361	1	9	0.00		
362	8	9	0.00		
363	0	9	0.00		
364	1	9	0.00		
365	6	9	0.00		
366	9	9	1.00		
367	0	9	0.00		
368	4	9	0.00		
369	5	9	0.00		
370	5	9	0.00		
371	1	9	0.00		
372	9	9	1.00		
373	7	9	0.00		
374	0	9	0.00		
375	0	9	0.00		
376	3	9	0.00		
377	5	9	0.00		
378	9	9	1.00		
379	4	9	0.00		
380	1	9	0.00		
381	0	9	0.00		
382	9	9	1.00		
383	1	9	0.00		
384	7	9	0.00		
385	8	9	0.00		
386	1	9	0.00		
387	0	9	0.00		
388	9	9	1.00		
389	7	9	0.00		
390	6	9	0.00		
391	8	9	0.00		
392	5	9	0.00		
393	3	9	0.00		
394	6	9	0.00		
395	3	9	0.00		
396	3	9	0.00		
397	2	9	0.00		
398	9	9	1.00		
399	8	9	0.00		
400	9	9	1.00		
401	0	9	0.00		
402	7	9	0.00		
403	1	9	0.00		
404	8	9	0.00		
405	0	9	0.00		
406	9	9	1.00		
407	0	9	0.00		
408	8	9	0.00		
409	8	9	0.00		
410	0	9	0.00		
411	5	9	0.00		
412	5	9	0.00		
413	8	9	0.00		
414	1	9	0.00		
415	2	9	0.00		
416	9	9	1.00		
417	8	9	0.00		
418	3	9	0.00		
419	5	9	0.00		
420	6	9	0.00		
421	9	9	1.00		
422	0	9	0.00		
423	2	9	0.00		
424	0	9	0.00		
425	4	9	0.00		
426	1	9	0.00		
427	9	9	1.00		
428	0	9	0.00		
429	0	9	0.00		
430	6	9	0.00		
431	0	9	0.00		
432	1	9	0.00		
433	0	9	0.00		
434	9	9	1.00		
435	1	9	0.00		
436	9	9	1.00		
437	9	9	1.00		
438	9	9	1.00		
439	5	9	0.00		
440	4	9	0.00		
441	9	9	1.00		
442	5	9	0.00		
443	9	9	1.00		
444	9	9	1.00		
445	9	9	1.00		
446	1	9	0.00		
447	3	9	0.00		
448	8	9	0.00		
449	9	9	1.00		
450	3	9	0.00		
451	9	9	1.00		
452	4	9	0.00		
453	3	9	0.00		
454	9	9	1.00		
455	3	9	0.00		
456	0	9	0.00		
457	0	9	0.00		
458	1	9	0.00		
459	2	9	0.00		
460	9	9	1.00		
461	9	9	1.00		
462	1	9	0.00		
463	5	9	0.00		
464	6	9	0.00		
465	1	9	0.00		
466	8	9	0.00		
467	6	9	0.00		
468	0	9	0.00		
469	9	9	1.00		
470	2	9	0.00		
471	0	9	0.00		
472	0	9	0.00		
473	1	9	0.00		
474	9	9	1.00		
475	4	9	0.00		
476	2	9	0.00		
477	8	9	0.00		
478	5	9	0.00		
479	8	9	0.00		
480	0	9	0.00		
481	9	9	1.00		
482	1	9	0.00		
483	9	9	1.00		
484	5	9	0.00		
485	8	9	0.00		
486	0	9	0.00		
487	8	9	0.00		
488	8	9	0.00		
489	1	9	0.00		
490	1	9	0.00		
491	8	9	0.00		
492	9	9	1.00		
493	2	9	0.00		
494	0	9	0.00		
495	8	9	0.00		
496	4	9	0.00		
497	7	9	0.00		
498	9	9	1.00		
499	9	9	1.00		
500	5	9	0.00		
501	1	9	0.00		
502	9	9	1.00		
503	3	9	0.00		
504	3	9	0.00		
505	0	9	0.00		
506	9	9	1.00		
507	9	9	1.00		
508	6	9	0.00		
509	5	9	0.00		
510	4	9	0.00		
511	8	9	0.00		
512	0	9	0.00		
513	8	9	0.00		
514	9	9	1.00		
515	9	9	1.00		
516	9	9	1.00		
517	9	9	1.00		
518	6	9	0.00		
519	0	9	0.00		
520	5	9	0.00		
521	9	9	1.00		
522	4	9	0.00		
523	1	9	0.00		
524	0	9	0.00		
525	0	9	0.00		
526	5	9	0.00		
527	9	9	1.00		
528	5	9	0.00		
529	8	9	0.00		
530	3	9	0.00		
531	6	9	0.00		
532	9	9	1.00		
533	9	9	1.00		
534	5	9	0.00		
535	3	9	0.00		
536	8	9	0.00		
537	5	9	0.00		
538	8	9	0.00		
539	5	9	0.00		
540	0	9	0.00		
541	2	9	0.00		
542	9	9	1.00		
543	9	9	1.00		
544	9	9	1.00		
545	5	9	0.00		
546	5	9	0.00		
547	0	9	0.00		
548	0	9	0.00		
549	0	9	0.00		
550	0	9	0.00		
551	8	9	0.00		
552	1	9	0.00		
553	1	9	0.00		
554	9	9	1.00		
555	1	9	0.00		
556	1	9	0.00		
557	9	9	1.00		
558	8	9	0.00		
559	1	9	0.00		
560	1	9	0.00		
561	0	9	0.00		
562	9	9	1.00		
563	6	9	0.00		
564	6	9	0.00		
565	1	9	0.00		
566	2	9	0.00		
567	3	9	0.00		
568	5	9	0.00		
569	0	9	0.00		
570	9	9	1.00		
571	2	9	0.00		
572	6	9	0.00		
573	9	9	1.00		
574	0	9	0.00		
575	2	9	0.00		
576	6	9	0.00		
577	4	9	0.00		
578	3	9	0.00		
579	0	9	0.00		
580	8	9	0.00		
581	8	9	0.00		
582	1	9	0.00		
583	9	9	1.00		
584	5	9	0.00		
585	9	9	1.00		
586	0	9	0.00		
587	1	9	0.00		
588	1	9	0.00		
589	2	9	0.00		
590	1	9	0.00		
591	3	9	0.00		
592	5	9	0.00		
593	2	9	0.00		
594	9	9	1.00		
595	8	9	0.00		
596	3	9	0.00		
597	1	9	0.00		
598	2	9	0.00		
599	0	9	0.00		
600	8	9	0.00		
601	5	9	0.00		
602	1	9	0.00		
603	8	9	0.00		
604	1	9	0.00		
605	0	9	0.00		
606	2	9	0.00		
607	9	9	1.00		
608	9	9	1.00		
609	4	9	0.00		
610	3	9	0.00		
611	8	9	0.00		
612	0	9	0.00		
613	3	9	0.00		
614	9	9	1.00		
615	5	9	0.00		
616	5	9	0.00		
617	5	9	0.00		
618	9	9	1.00		
619	0	9	0.00		
620	0	9	0.00		
621	3	9	0.00		
622	5	9	0.00		
623	9	9	1.00		
624	2	9	0.00		
625	1	9	0.00		
626	8	9	0.00		
627	9	9	1.00		
628	1	9	0.00		
629	1	9	0.00		
630	2	9	0.00		
631	0	9	0.00		
632	6	9	0.00		
633	0	9	0.00		
634	7	9	0.00		
635	0	9	0.00		
636	0	9	0.00		
637	8	9	0.00		
638	0	9	0.00		
639	0	9	0.00		
640	9	9	1.00		
641	9	9	1.00		
642	8	9	0.00		
643	2	9	0.00		
644	6	9	0.00		
645	9	9	1.00		
646	1	9	0.00		
647	3	9	0.00		
648	0	9	0.00		
649	8	9	0.00		
650	8	9	0.00		
651	3	9	0.00		
652	3	9	0.00		
653	6	9	0.00		
654	1	9	0.00		
655	9	9	1.00		
656	2	9	0.00		
657	8	9	0.00		
658	0	9	0.00		
659	0	9	0.00		
660	5	9	0.00		
661	6	9	0.00		
662	4	9	0.00		
663	0	9	0.00		
664	7	9	0.00		
665	9	9	1.00		
666	2	9	0.00		
667	0	9	0.00		
668	0	9	0.00		
669	5	9	0.00		
670	3	9	0.00		
671	0	9	0.00		
672	5	9	0.00		
673	1	9	0.00		
674	9	9	1.00		
675	1	9	0.00		
676	0	9	0.00		
677	5	9	0.00		
678	2	9	0.00		
679	1	9	0.00		
680	0	9	0.00		
681	1	9	0.00		
682	9	9	1.00		
683	9	9	1.00		
684	2	9	0.00		
685	1	9	0.00		
686	2	9	0.00		
687	3	9	0.00		
688	5	9	0.00		
689	9	9	1.00		
690	3	9	0.00		
691	1	9	0.00		
692	0	9	0.00		
693	3	9	0.00		
694	9	9	1.00		
695	8	9	0.00		
696	9	9	1.00		
697	0	9	0.00		
698	8	9	0.00		
699	9	9	1.00		
700	9	9	1.00		
701	9	9	1.00		
702	1	9	0.00		
703	0	9	0.00		
704	8	9	0.00		
705	0	9	0.00		
706	5	9	0.00		
707	0	9	0.00		
708	8	9	0.00		
709	8	9	0.00		
710	4	9	0.00		
711	0	9	0.00		
712	1	9	0.00		
713	9	9	1.00		
714	5	9	0.00		
715	9	9	1.00		
716	2	9	0.00		
717	3	9	0.00		
718	4	9	0.00		
719	2	9	0.00		
720	0	9	0.00		
721	2	9	0.00		
722	1	9	0.00		
723	5	9	0.00		
724	8	9	0.00		
725	9	9	1.00		
726	0	9	0.00		
727	5	9	0.00		
728	2	9	0.00		
729	3	9	0.00		
730	2	9	0.00		
731	0	9	0.00		
732	1	9	0.00		
733	9	9	1.00		
734	5	9	0.00		
735	6	9	0.00		
736	0	9	0.00		
737	1	9	0.00		
738	1	9	0.00		
739	9	9	1.00		
740	8	9	0.00		
741	9	9	1.00		
742	0	9	0.00		
743	2	9	0.00		
744	5	9	0.00		
745	9	9	1.00		
746	5	9	0.00		
747	9	9	1.00		
748	9	9	1.00		
749	9	9	1.00		
750	6	9	0.00		
751	5	9	0.00		
752	8	9	0.00		
753	1	9	0.00		
754	0	9	0.00		
755	8	9	0.00		
756	0	9	0.00		
757	9	9	1.00		
758	1	9	0.00		
759	0	9	0.00		
760	1	9	0.00		
761	5	9	0.00		
762	0	9	0.00		
763	0	9	0.00		
764	6	9	0.00		
765	6	9	0.00		
766	3	9	0.00		
767	9	9	1.00		
768	9	9	1.00		
769	0	9	0.00		
770	2	9	0.00		
771	9	9	1.00		
772	5	9	0.00		
773	6	9	0.00		
774	1	9	0.00		
775	0	9	0.00		
776	6	9	0.00		
777	0	9	0.00		
778	0	9	0.00		
779	0	9	0.00		
780	0	9	0.00		
781	0	9	0.00		
782	8	9	0.00		
783	9	9	1.00		
784	9	9	1.00		
785	0	9	0.00		
786	5	9	0.00		
787	5	9	0.00		
788	1	9	0.00		
789	3	9	0.00		
790	1	9	0.00		
791	1	9	0.00		
792	8	9	0.00		
793	0	9	0.00		
794	6	9	0.00		
795	6	9	0.00		
796	1	9	0.00		
797	6	9	0.00		
798	0	9	0.00		
799	8	9	0.00		
800	3	9	0.00		
801	9	9	1.00		
802	0	9	0.00		
803	3	9	0.00		
804	8	9	0.00		
805	3	9	0.00		
806	9	9	1.00		
807	9	9	1.00		
808	3	9	0.00		
809	9	9	1.00		
810	5	9	0.00		
811	1	9	0.00		
812	7	9	0.00		
813	6	9	0.00		
814	0	9	0.00		
815	0	9	0.00		
816	9	9	1.00		
817	3	9	0.00		
818	6	9	0.00		
819	7	9	0.00		
820	1	9	0.00		
821	9	9	1.00		
822	5	9	0.00		
823	9	9	1.00		
824	9	9	1.00		
825	2	9	0.00		
826	3	9	0.00		
827	9	9	1.00		
828	9	9	1.00		
829	5	9	0.00		
830	1	9	0.00		
831	6	9	0.00		
832	1	9	0.00		
833	5	9	0.00		
834	0	9	0.00		
835	9	9	1.00		
836	7	9	0.00		
837	0	9	0.00		
838	0	9	0.00		
839	4	9	0.00		
840	9	9	1.00		
841	3	9	0.00		
842	5	9	0.00		
843	9	9	1.00		
844	4	9	0.00		
845	5	9	0.00		
846	1	9	0.00		
847	9	9	1.00		
848	6	9	0.00		
849	0	9	0.00		
850	1	9	0.00		
851	9	9	1.00		
852	9	9	1.00		
853	9	9	1.00		
854	8	9	0.00		
855	9	9	1.00		
856	1	9	0.00		
857	7	9	0.00		
858	5	9	0.00		
859	5	9	0.00		
860	8	9	0.00		
861	1	9	0.00		
862	0	9	0.00		
863	9	9	1.00		
864	9	9	1.00		
865	9	9	1.00		
866	9	9	1.00		
867	6	9	0.00		
868	0	9	0.00		
869	2	9	0.00		
870	6	9	0.00		
871	2	9	0.00		
872	9	9	1.00		
873	9	9	1.00		
874	9	9	1.00		
875	5	9	0.00		
876	9	9	1.00		
877	9	9	1.00		
878	9	9	1.00		
879	9	9	1.00		
880	5	9	0.00		
881	9	9	1.00		
882	9	9	1.00		
883	7	9	0.00		
884	9	9	1.00		
885	1	9	0.00		
886	0	9	0.00		
887	8	9	0.00		
888	9	9	1.00		
889	9	9	1.00		
890	9	9	1.00		
891	3	9	0.00		
892	1	9	0.00		
893	0	9	0.00		
894	0	9	0.00		
895	9	9	1.00		
896	6	9	0.00		
897	9	9	1.00		
898	9	9	1.00		
899	9	9	1.00		
900	6	9	0.00		
901	8	9	0.00		
902	8	9	0.00		
903	2	9	0.00		
904	1	9	0.00		
905	8	9	0.00		
906	9	9	1.00		
907	9	9	1.00		
908	6	9	0.00		
909	9	9	1.00		
910	9	9	1.00		
911	1	9	0.00		
912	3	9	0.00		
913	5	9	0.00		
914	5	9	0.00		
915	8	9	0.00		
916	1	9	0.00		
917	4	9	0.00		
918	1	9	0.00		
919	2	9	0.00		
920	0	9	0.00		
921	3	9	0.00		
922	0	9	0.00		
923	3	9	0.00		
924	9	9	1.00		
925	9	9	1.00		
926	5	9	0.00		
927	1	9	0.00		
928	8	9	0.00		
929	0	9	0.00		
930	6	9	0.00		
931	9	9	1.00		
932	0	9	0.00		
933	8	9	0.00		
934	9	9	1.00		
935	9	9	1.00		
936	1	9	0.00		
937	1	9	0.00		
938	0	9	0.00		
939	9	9	1.00		
940	5	9	0.00		
941	8	9	0.00		
942	9	9	1.00		
943	0	9	0.00		
944	1	9	0.00		
945	1	9	0.00		
946	8	9	0.00		
947	4	9	0.00		
948	3	9	0.00		
949	1	9	0.00		
950	9	9	1.00		
951	0	9	0.00		
952	8	9	0.00		
953	3	9	0.00		
954	1	9	0.00		
955	6	9	0.00		
956	5	9	0.00		
957	8	9	0.00		
958	8	9	0.00		
959	9	9	1.00		
960	8	9	0.00		
961	5	9	0.00		
962	9	9	1.00		
963	5	9	0.00		
964	3	9	0.00		
965	3	9	0.00		
966	9	9	1.00		
967	9	9	1.00		
968	0	9	0.00		
969	3	9	0.00		
970	9	9	1.00		
971	9	9	1.00		
972	1	9	0.00		
973	0	9	0.00		
974	9	9	1.00		
975	5	9	0.00		
976	9	9	1.00		
977	5	9	0.00		
978	5	9	0.00		
979	9	9	1.00		
980	1	9	0.00		
981	3	9	0.00		
982	0	9	0.00		
983	1	9	0.00		
984	0	9	0.00		
985	5	9	0.00		
986	9	9	1.00		
987	0	9	0.00		
988	1	9	0.00		
989	9	9	1.00		
990	6	9	0.00		
991	2	9	0.00		
992	5	9	0.00		
993	8	9	0.00		
994	6	9	0.00		
995	9	9	1.00		
996	2	9	0.00		
997	5	9	0.00		
998	0	9	0.00		
999	8	9	0.00		
1000	2	9	0.00		
1001	0	9	0.00		
1002	9	9	1.00		
1003	3	9	0.00		
1004	2	9	0.00		
1005	9	9	1.00		
1006	5	9	0.00		
1007	4	9	0.00		
1008	0	9	0.00		
1009	9	9	1.00		
1010	3	9	0.00		
1011	2	9	0.00		
1012	0	9	0.00		
1013	3	9	0.00		
1014	1	9	0.00		
1015	0	9	0.00		
1016	8	9	0.00		
1017	0	9	0.00		
1018	0	9	0.00		
1019	0	9	0.00		
1020	5	9	0.00		
1021	5	9	0.00		
1022	1	9	0.00		
1023	1	9	0.00		
1024	8	9	0.00		
1025	5	9	0.00		
1026	2	9	0.00		
1027	1	9	0.00		
1028	1	9	0.00		
1029	9	9	1.00		
1030	9	9	1.00		
1031	0	9	0.00		
1032	5	9	0.00		
1033	0	9	0.00		
1034	9	9	1.00		
1035	6	9	0.00		
1036	3	9	0.00		
1037	9	9	1.00		
1038	0	9	0.00		
1039	0	9	0.00		
1040	6	9	0.00		
1041	2	9	0.00		
1042	1	9	0.00		
1043	0	9	0.00		
1044	1	9	0.00		
1045	2	9	0.00		
1046	9	9	1.00		
1047	0	9	0.00		
1048	0	9	0.00		
1049	0	9	0.00		
1050	0	9	0.00		
1051	3	9	0.00		
1052	5	9	0.00		
1053	3	9	0.00		
1054	3	9	0.00		
1055	8	9	0.00		
1056	5	9	0.00		
1057	1	9	0.00		
1058	9	9	1.00		
1059	1	9	0.00		
1060	8	9	0.00		
1061	9	9	1.00		
1062	6	9	0.00		
1063	9	9	1.00		
1064	1	9	0.00		
1065	8	9	0.00		
1066	5	9	0.00		
1067	8	9	0.00		
1068	1	9	0.00		
1069	9	9	1.00		
1070	1	9	0.00		
1071	6	9	0.00		
1072	5	9	0.00		
1073	3	9	0.00		
1074	5	9	0.00		
1075	8	9	0.00		
1076	7	9	0.00		
1077	9	9	1.00		
1078	1	9	0.00		
1079	8	9	0.00		
1080	8	9	0.00		
1081	6	9	0.00		
1082	7	9	0.00		
1083	8	9	0.00		
1084	2	9	0.00		
1085	9	9	1.00		
1086	9	9	1.00		
1087	8	9	0.00		
1088	3	9	0.00		
1089	6	9	0.00		
1090	5	9	0.00		
1091	0	9	0.00		
1092	5	9	0.00		
1093	9	9	1.00		
1094	2	9	0.00		
1095	8	9	0.00		
1096	3	9	0.00		
1097	4	9	0.00		
1098	9	9	1.00		
1099	6	9	0.00		
1100	5	9	0.00		
1101	6	9	0.00		
1102	6	9	0.00		
1103	5	9	0.00		
1104	1	9	0.00		
1105	5	9	0.00		
1106	3	9	0.00		
1107	2	9	0.00		
1108	3	9	0.00		
1109	4	9	0.00		
1110	3	9	0.00		
1111	6	9	0.00		
1112	9	9	1.00		
1113	1	9	0.00		
1114	0	9	0.00		
1115	0	9	0.00		
1116	9	9	1.00		
1117	5	9	0.00		
1118	5	9	0.00		
1119	6	9	0.00		
1120	9	9	1.00		
1121	3	9	0.00		
1122	0	9	0.00		
1123	4	9	0.00		
1124	8	9	0.00		
1125	3	9	0.00		
1126	0	9	0.00		
1127	5	9	0.00		
1128	4	9	0.00		
1129	1	9	0.00		
1130	1	9	0.00		
1131	0	9	0.00		
1132	2	9	0.00		
1133	8	9	0.00		
1134	1	9	0.00		
1135	1	9	0.00		
1136	8	9	0.00		
1137	2	9	0.00		
1138	0	9	0.00		
1139	3	9	0.00		
1140	1	9	0.00		
1141	1	9	0.00		
1142	5	9	0.00		
1143	9	9	1.00		
1144	5	9	0.00		
1145	3	9	0.00		
1146	0	9	0.00		
1147	6	9	0.00		
1148	2	9	0.00		
1149	0	9	0.00		
1150	1	9	0.00		
1151	6	9	0.00		
1152	5	9	0.00		
1153	9	9	1.00		
1154	3	9	0.00		
1155	0	9	0.00		
1156	0	9	0.00		
1157	9	9	1.00		
1158	0	9	0.00		
1159	9	9	1.00		
1160	9	9	1.00		
1161	3	9	0.00		
1162	0	9	0.00		
1163	5	9	0.00		
1164	5	9	0.00		
1165	8	9	0.00		
1166	8	9	0.00		
1167	6	9	0.00		
1168	5	9	0.00		
1169	0	9	0.00		
1170	1	9	0.00		
1171	8	9	0.00		
1172	5	9	0.00		
1173	8	9	0.00		
1174	0	9	0.00		
1175	0	9	0.00		
1176	1	9	0.00		
1177	8	9	0.00		
1178	0	9	0.00		
1179	8	9	0.00		
1180	8	9	0.00		
1181	0	9	0.00		
1182	3	9	0.00		
1183	9	9	1.00		
1184	8	9	0.00		
1185	9	9	1.00		
1186	6	9	0.00		
1187	9	9	1.00		
1188	0	9	0.00		
1189	3	9	0.00		
1190	0	9	0.00		
1191	1	9	0.00		
1192	9	9	1.00		
1193	5	9	0.00		
1194	1	9	0.00		
1195	9	9	1.00		
1196	3	9	0.00		
1197	1	9	0.00		
1198	8	9	0.00		
1199	1	9	0.00		
1200	1	9	0.00		
1201	5	9	0.00		
1202	1	9	0.00		
1203	6	9	0.00		
1204	1	9	0.00		
1205	1	9	0.00		
1206	6	9	0.00		
1207	3	9	0.00		
1208	9	9	1.00		
1209	8	9	0.00		
1210	3	9	0.00		
1211	0	9	0.00		
1212	5	9	0.00		
1213	3	9	0.00		
1214	6	9	0.00		
1215	1	9	0.00		
1216	2	9	0.00		
1217	9	9	1.00		
1218	4	9	0.00		
1219	9	9	1.00		
1220	8	9	0.00		
1221	9	9	1.00		
1222	1	9	0.00		
1223	9	9	1.00		
1224	1	9	0.00		
1225	0	9	0.00		
1226	9	9	1.00		
1227	5	9	0.00		
1228	6	9	0.00		
1229	3	9	0.00		
1230	2	9	0.00		
1231	6	9	0.00		
1232	2	9	0.00		
1233	6	9	0.00		
1234	3	9	0.00		
1235	1	9	0.00		
1236	9	9	1.00		
1237	1	9	0.00		
1238	8	9	0.00		
1239	9	9	1.00		
1240	9	9	1.00		
1241	1	9	0.00		
1242	8	9	0.00		
1243	8	9	0.00		
1244	3	9	0.00		
1245	5	9	0.00		
1246	9	9	1.00		
1247	1	9	0.00		
1248	1	9	0.00		
